state_code,msamd,census_tract_number
37,20500,0111.01
47,,9904.00
42,38300,8062.00
47,32820,0211.35
34,20764,0061.01
42,38300,9127.00
39,18140,0411.00
36,40380,0066.00
36,,0304.00
47,27740,0604.00
55,33340,0070.00
48,19124,0132.00
34,12100,0001.00
42,39740,0108.00
41,38900,0041.01
36,,0307.00
36,,0308.00
48,26420,5530.00
42,37964,0008.00
34,15804,5017.03
37,11700,0014.00
34,20764,0517.00
37,16740,0043.02
29,41180,1051.98
37,24660,0160.04
53,42644,0538.02
42,38300,0902.00
49,36260,2105.07
27,33460,0903.02
36,35004,1580.01
36,,0373.00
39,,9869.00
42,27780,0012.00
36,13780,0005.00
55,20260,0203.00
45,,9705.01
42,49620,0105.10
39,17140,0219.00
39,17460,1342.04
40,46140,0111.00
42,37964,1034.00
47,28940,0116.01
48,41700,1509.00
39,17460,3110.00
55,20740,0003.01
37,39580,0534.06
34,20764,0508.02
36,35004,1697.01
45,,9608.02
42,38300,1017.00
34,35644,0131.00
48,41700,1419.00
47,32820,0014.00
51,47260,2117.00
39,17460,1891.11
36,35644,0810.00
41,21660,0021.01
39,,9965.00
42,37964,1002.09
45,24860,0039.04
53,42644,0075.00
36,35004,3028.00
34,35644,0053.00
34,35084,0043.00
41,38900,0099.03
31,,0037.10
53,45104,0708.00
34,35644,1758.00
32,29820,0028.35
27,33460,0605.06
47,28940,0020.00
36,35644,0237.02
45,17900,0102.00
39,17140,0215.72
42,39740,0128.00
40,36420,2012.03
29,41180,2132.02
29,41180,3114.22
36,35644,0160.02
48,26420,3227.00
41,38900,0021.00
41,21660,0028.00
29,41180,8011.00
42,38300,5237.01
29,41180,7001.10
35,10740,0031.00
36,46540,0203.00
29,41180,7002.02
36,35004,4159.00
29,41180,7002.04
54,,9626.00
36,35644,0466.00
37,49180,0009.00
39,18140,9855.00
48,26420,6739.00
47,32820,0078.10
49,36260,1259.05
29,41180,3103.00
48,23104,1225.00
44,39300,0103.00
32,,0006.00
35,10740,0105.02
36,35644,0203.00
34,20764,0066.07
36,21300,0101.00
37,39580,0540.06
48,23104,1502.00
42,37964,0158.00
72,10380,9579.00
34,15804,7022.07
37,25860,0109.00
36,35004,4083.00
41,38900,0220.00
34,20764,0539.01
32,,0005.02
33,40484,1041.00
42,38300,5155.00
42,39740,0007.00
54,48540,0018.00
48,19124,0141.18
48,19124,9611.00
30,33540,0011.00
48,23104,1052.05
39,18140,0075.20
36,,0367.00
30,33540,0014.00
29,41180,2108.03
40,36420,1018.00
48,19124,0075.00
54,,9634.00
29,41180,2134.00
39,17460,1123.00
29,41180,2174.00
34,20764,0537.03
36,10580,0325.03
39,17460,0226.01
29,41180,2178.02
33,,0321.00
46,,9942.00
34,35084,0459.01
53,44060,0129.02
40,46140,0087.00
42,37964,0030.00
27,33460,0809.05
33,40484,0695.00
29,41180,2204.21
55,33340,0200.00
42,37964,1059.00
37,16740,0031.05
41,,9601.00
34,15804,5022.00
29,41180,2194.00
51,47894,1028.00
48,23104,1106.01
36,45060,0009.00
48,19124,0313.06
29,41180,2215.03
29,41180,2155.00
47,32820,0408.00
32,39900,0035.01
50,,9551.00
36,35004,1459.03
34,15804,5017.01
48,19124,0079.06
51,,9915.00
42,25420,0105.00
29,41180,1011.00
48,19124,0178.04
31,36540,9959.00
29,41180,2205.01
36,24020,0940.00
42,37964,2005.02
48,19124,0190.16
39,17460,1531.07
40,46140,0076.30
34,20764,8096.00
40,36420,1069.06
29,41180,1234.00
42,38300,8020.02
49,41620,1042.00
29,41180,1241.00
53,34580,9512.00
39,17460,1192.02
54,25180,9721.00
53,42644,0501.01
37,11700,0018.00
29,41180,2213.32
37,40580,0210.00
29,,9907.00
51,13980,
28,,9602.00
36,15380,0223.00
53,45104,0622.00
32,29820,0022.01
39,17140,0110.02
50,,9604.00
55,,0026.00
47,34980,0164.00
35,10740,0037.18
37,24660,0127.04
53,42644,0300.04
37,11700,9812.00
48,19124,0006.03
39,,9917.00
28,37700,0422.00
51,,2004.01
39,44600,0112.00
33,40484,1003.01
34,20764,0029.01
48,19124,0140.01
48,26420,6927.00
32,29820,0051.09
48,46340,0005.00
48,43300,0003.02
54,,9646.00
45,24860,0026.06
42,37964,1008.11
35,10740,0014.00
48,19124,0098.03
30,33540,0017.00
49,36260,1256.00
42,37964,4071.02
36,35644,0253.00
36,35644,0128.02
53,44060,0017.00
41,,0300.00
36,45060,0303.00
29,41180,2132.01
35,,0010.03
42,38300,4742.01
29,41180,1164.00
32,29820,0056.07
41,38900,0039.02
53,44060,0103.05
28,,0004.01
53,44060,0104.02
48,19124,0015.03
42,37964,2021.00
37,39580,0537.03
48,23104,1020.00
53,44060,0109.00
37,24660,0305.02
39,17140,0106.00
47,32820,0025.00
48,21340,0004.03
42,38300,8017.02
37,,0205.00
39,18140,0082.41
37,24660,0128.04
39,18140,0069.42
42,37964,4103.02
49,41620,1135.11
36,35644,1166.00
40,36420,3002.01
53,44060,0132.02
41,38900,0234.01
42,38300,4530.01
27,31860,9801.00
53,44060,0140.01
48,19124,0136.10
55,,0115.00
44,39300,0152.00
41,38900,0068.01
45,24860,0105.02
48,26420,2325.00
41,38900,0031.00
42,37964,3020.00
48,26420,3134.00
33,,9759.02
39,,9823.00
53,44060,0008.00
36,13780,0125.00
36,13780,0127.02
32,29820,0034.19
39,17460,1775.04
37,49180,0028.05
39,45780,0059.02
53,42644,0404.00
32,29820,0029.38
45,44940,0018.02
40,36420,2021.02
29,28140,0307.00
33,40484,1061.01
42,37964,0334.00
37,25860,0309.00
39,17460,1861.03
45,,0022.00
36,35644,1463.00
48,13140,0004.00
36,13780,0122.02
36,13780,0136.00
40,36420,1049.00
34,20764,0079.10
36,35004,3004.00
47,34100,0709.00
42,38300,0603.00
35,,9529.00
34,20764,8084.02
34,12100,0119.00
72,41980,1101.01
42,37964,0020.00
53,,0734.01
27,33460,0305.00
42,10900,0055.01
33,,9715.00
39,45780,0092.02
31,,9701.00
53,44060,0018.00
36,10580,0005.02
27,,0002.00
34,15804,6070.00
50,,9502.00
34,20764,0016.00
39,10420,5072.03
28,,0711.20
45,34820,0402.00
53,44060,0133.00
36,,9906.00
53,42644,0032.00
48,19124,0199.00
34,20764,0514.00
39,17460,1233.00
34,35644,0164.00
27,20260,0019.00
42,38300,4592.01
36,45060,0160.01
36,35004,4082.00
36,10580,0203.00
51,47260,0070.02
48,19124,0034.00
48,30980,0005.02
48,41700,1316.01
39,17460,1834.01
48,15180,0101.00
51,,9916.00
50,,9607.00
34,20764,8065.01
34,35084,0173.02
36,15380,0123.00
48,48660,0106.00
41,38900,0023.01
37,25860,0111.01
41,38900,0311.00
42,38300,1016.00
38,,9597.00
42,,7511.00
27,33460,0406.01
48,19124,0316.49
39,19380,0403.01
53,44060,0122.00
34,20764,8046.00
47,16860,0114.13
32,29820,0034.25
40,,9557.00
27,33460,0011.00
48,11100,0211.00
48,31180,0002.01
48,12420,0017.66
48,19124,0022.00
72,,9599.00
72,41980,0321.00
36,40380,0089.00
48,19124,0313.07
36,46540,0223.00
41,38900,0047.00
55,11540,0126.00
36,45060,0302.00
39,17460,2004.00
42,29540,0101.02
53,42644,0520.07
51,47894,9010.08
54,16620,0019.02
48,23104,1057.01
32,39900,0010.06
42,37964,0083.02
45,11340,0105.00
72,41900,8305.02
42,21500,0103.01
51,47260,0116.00
36,35644,0764.00
42,42540,2113.03
48,41700,1218.06
48,19124,0316.26
39,17460,1045.00
36,35644,0543.00
36,10580,0524.04
32,29820,0028.22
72,41980,2605.00
32,29820,0053.15
32,29820,0036.08
36,,0122.00
32,29820,0017.13
39,17460,4162.00
48,26420,5549.00
47,34980,0182.03
27,33460,0118.00
39,49660,8003.00
37,24660,0144.05
51,,8902.00
48,,9506.02
48,,9901.00
48,23104,1006.01
42,39740,0018.00
32,29820,0034.09
42,37964,0169.02
32,29820,0058.17
48,23104,1110.09
48,,9509.00
48,19124,0316.38
48,19124,0002.02
41,38900,0201.00
39,17140,0036.00
29,41180,2103.00
48,41700,1209.01
54,16620,0131.00
28,,0201.02
33,,9510.00
37,16740,0015.03
39,17460,1531.04
45,11340,0101.01
39,18140,0071.31
48,41700,1211.14
53,42644,0080.01
48,26420,6938.00
48,41700,1211.16
48,41700,1212.05
47,32820,0063.00
48,17780,0020.05
34,15804,5007.03
39,19380,0806.00
48,31180,0023.00
36,,9613.00
36,35004,5180.00
39,18140,0070.40
72,41980,0501.02
53,42644,0531.02
36,35004,4156.00
42,37964,0130.00
40,36420,1083.01
48,41700,1217.00
39,18140,0116.00
29,,9502.00
45,44940,0006.00
40,36420,2020.02
32,29820,0032.07
39,30620,0110.00
40,22900,0302.01
39,19380,2701.00
42,37964,1048.00
42,37964,3044.03
53,14740,0928.03
36,27060,0002.00
34,45940,0029.04
47,17420,0105.00
34,20764,0528.00
31,36540,9881.00
47,34980,0204.02
36,,9905.00
37,24660,0110.00
53,42644,0535.04
72,41980,0077.00
45,17900,0107.02
37,11700,0106.00
72,41980,0050.00
55,31540,0017.02
48,19124,0085.00
37,16740,0411.00
39,18140,0009.20
48,26420,7248.00
42,37964,3071.00
29,41180,2152.31
36,35004,4121.00
37,16740,0038.03
34,20764,0536.02
42,37964,3078.00
42,37964,4017.00
40,,9518.00
55,11540,0105.00
48,13140,0305.02
27,33460,0305.01
37,24660,0126.04
56,,9927.00
53,42644,0317.03
44,39300,0222.01
45,,0111.00
27,33460,1108.00
29,28140,0146.04
55,31540,0030.01
47,,9702.00
48,19124,0096.03
34,15804,6029.01
34,35084,0301.00
34,20764,8099.02
37,,0106.00
53,42644,0520.03
49,39340,0026.00
37,16740,0015.04
42,37964,2087.02
42,37964,2088.01
39,17460,1741.05
34,15804,5003.00
42,37964,0004.00
51,47894,1026.00
37,11700,9903.00
55,29404,0003.00
42,37964,0033.00
27,33460,0362.00
39,17460,0104.00
42,37964,1016.09
41,38900,0315.06
36,10580,0138.01
54,34060,0108.00
36,35644,0024.00
32,,0001.01
51,13980,0214.00
37,,9710.00
39,,9929.00
42,29540,0120.01
45,24860,0026.09
47,,0803.00
42,37964,1025.00
37,39580,0518.00
34,35644,0400.00
36,28740,9502.00
42,37964,4008.02
51,47260,0502.06
55,22540,0413.00
53,42644,0258.01
42,37964,0013.00
42,37964,0232.00
32,29820,0034.08
48,10180,0131.00
39,17460,0805.00
42,37964,0063.00
48,19124,0305.02
42,37964,0082.00
39,17460,0236.00
29,41180,1191.00
39,17460,1841.08
42,37964,0203.00
42,37964,0266.00
41,38900,0305.01
37,24780,0004.00
53,42644,0321.02
31,,9682.00
55,33340,0024.00
48,12420,0202.00
39,19380,0026.00
42,37964,0300.00
36,,1002.00
39,17460,3106.00
37,39580,0515.02
49,,
28,27140,0301.05
42,37964,0345.00
45,,9805.02
38,13900,0102.00
42,42540,2118.00
36,35644,0150.01
39,17140,0413.03
42,37964,0353.02
39,17460,1411.00
39,17460,1068.00
42,38300,9027.00
45,24860,0010.00
29,41180,2208.01
42,38300,7462.00
40,,9571.00
48,41700,1521.00
53,42644,0517.01
53,42644,0228.02
37,49180,0012.00
42,37964,0362.03
55,33340,0216.00
53,42644,0086.00
48,41700,9701.00
48,23104,1042.02
42,37964,4067.00
31,30700,0028.00
42,38300,6005.00
48,11100,0128.00
37,11700,9902.00
37,,0007.00
29,41180,2177.02
54,49020,9683.00
27,33460,0117.03
34,35644,2238.00
42,27780,0129.00
34,35084,0446.02
48,19124,0181.22
42,37964,3023.00
50,,9658.00
29,,9806.00
42,37964,3027.03
39,17460,1522.01
39,,9522.00
53,42644,0061.00
27,33460,1012.00
42,37964,3002.01
34,35084,0123.00
42,37964,3038.02
48,26420,2533.00
39,49660,8120.02
49,30860,0004.03
30,33540,0002.02
29,28140,0302.01
44,39300,0122.00
30,33540,0001.00
39,18140,0008.10
34,20764,0078.04
39,18140,0027.40
37,22180,0026.00
34,20764,8054.00
30,33540,0012.00
41,38900,0202.00
53,44060,0104.01
48,19124,0177.03
36,13780,0009.00
42,38300,9807.00
27,33460,1023.00
47,32820,0211.21
37,24660,0127.05
47,32820,0606.00
45,,0110.00
45,,0114.00
48,19124,0616.00
55,,9619.00
34,20764,0072.01
41,38900,0059.00
51,25500,0112.00
51,40060,4003.00
42,37964,1040.00
30,24500,0001.00
42,37964,0011.00
29,,9802.00
31,36540,0106.07
39,18140,7577.00
53,42644,0226.05
40,46140,0303.00
37,24660,0136.01
34,20764,0537.04
36,13780,0203.00
48,26420,4553.00
34,35644,1801.00
48,19124,0316.53
53,44060,0007.00
49,,9762.00
37,16740,0056.07
48,19124,0079.03
42,37964,2044.00
48,41700,9801.02
39,17460,1402.02
48,26420,6932.00
48,19124,0160.01
27,33460,1302.00
48,19124,0063.01
51,47260,9514.00
39,15940,7105.00
48,11100,0201.00
47,28940,0212.01
48,19124,0401.00
36,,1017.00
48,19124,0050.00
42,38300,4160.00
54,,9510.00
48,19124,0124.00
29,41180,3111.22
49,,9943.02
48,19124,0118.00
42,37964,0010.00
36,13780,0014.00
28,27140,0013.00
48,19124,0136.06
72,41980,0084.00
36,35644,0160.01
48,19124,0215.10
42,37964,4104.00
39,,9871.00
55,33340,2034.04
48,19124,0159.00
42,25420,0236.00
47,28700,0410.00
48,,9701.00
42,38300,8026.00
36,35004,1908.00
39,17460,2005.00
48,41700,1910.04
39,18140,0079.42
39,17460,2011.00
54,16620,0206.03
41,38900,0239.00
42,10900,0022.01
39,17460,2017.00
36,,0401.00
37,24660,0140.00
41,38900,0205.01
36,35004,1234.01
49,41620,1130.15
36,27060,0017.00
41,,3611.00
42,37964,1050.10
53,42644,0113.00
53,42644,0206.00
55,,0008.00
39,17460,1222.00
51,40220,0403.00
34,35084,0447.01
49,36260,1266.00
42,10900,0069.04
34,35644,0521.00
37,24660,0104.01
47,28700,0407.00
37,24660,0105.00
32,29820,0031.01
49,41620,1126.15
32,29820,0030.01
41,38900,0318.09
42,38300,5214.02
39,18140,0075.50
28,37700,0414.00
34,35644,1243.21
40,36420,4001.01
48,19124,0004.04
29,41180,2202.00
37,,9604.00
34,35644,2568.03
36,39100,4100.00
54,26580,0107.00
27,20260,0113.00
37,24660,0126.09
48,26420,2324.00
37,24660,0126.12
39,18140,0075.40
27,41060,0106.00
32,29820,0032.03
72,41980,5202.00
39,26580,0502.00
42,37964,3003.02
51,,9906.00
39,10420,5327.08
40,36420,1053.00
27,33460,0607.29
37,24660,0139.00
31,,9740.00
36,35644,0197.00
42,,3011.00
42,37964,0125.00
36,35004,4100.00
45,24860,0038.02
36,45060,0010.00
53,42644,0279.00
55,33340,0023.00
34,20764,8100.04
39,17140,0218.01
28,27140,0108.02
40,,9761.00
34,35084,0326.00
39,18140,7507.00
72,,9542.00
31,36540,0106.16
31,,9899.00
37,24660,0152.00
42,38300,4390.00
36,35644,0317.00
48,23104,1136.07
27,33460,0710.06
32,29820,0005.17
39,17460,1862.05
48,19124,0141.20
48,23104,1001.01
45,17900,0104.04
48,29700,0009.02
48,26420,4331.00
39,17460,1371.03
37,24780,0019.00
29,41180,2109.22
34,20764,8008.00
55,11540,0108.00
29,27620,9705.00
42,38300,4825.00
48,26420,7603.00
42,38300,4011.00
42,21500,0009.00
42,37964,0070.00
41,41420,0202.01
50,15540,0028.00
42,38300,9102.00
40,36420,0009.03
36,15380,0040.01
53,44060,0140.02
37,16740,0301.00
56,,9511.00
42,37964,3105.00
36,,0413.00
34,20764,8080.01
53,44060,0129.01
48,19124,0316.46
39,,0222.00
48,,7305.00
42,37964,2055.02
36,24020,0730.00
48,19124,0152.04
29,28140,0048.00
48,26420,5552.00
54,26580,0209.00
41,21660,0031.02
36,15380,0139.00
48,19124,0216.06
48,41700,1218.02
37,39580,0537.06
29,41180,2110.00
36,,0603.00
28,25060,0032.05
41,38900,0226.02
34,20764,0086.01
44,39300,0114.02
41,13460,9914.00
47,34980,0187.00
51,,9903.00
44,39300,0107.01
72,10380,4201.00
39,17460,1196.00
48,19124,0316.30
48,11100,0145.00
39,17140,0233.00
47,32820,0403.02
48,19124,0190.25
36,35004,4115.00
37,25860,0310.00
42,37964,2067.01
34,35644,0490.02
35,10740,0037.30
53,42644,0519.09
29,27900,0101.00
37,,0609.00
37,24660,0126.10
34,35084,0346.00
37,24660,0108.01
27,33460,1114.00
29,,9902.00
53,42644,0035.00
42,37964,3072.00
31,,0002.00
39,,9847.00
27,33460,0203.02
41,38900,0066.02
34,15804,6001.00
27,33460,0707.04
39,17460,1602.00
34,36140,0214.00
36,39100,0109.00
42,38300,4703.00
47,28700,0428.01
72,41980,1806.00
53,42644,0257.01
48,19124,0044.00
42,37964,1016.11
39,37620,0216.00
42,37964,0273.00
39,,0014.00
45,24860,0040.00
39,17460,2031.00
29,41180,8002.02
36,35644,0010.00
39,17460,1605.00
37,39580,0535.06
53,,9207.01
42,38300,5041.00
54,37620,0001.00
34,10900,0314.02
35,10740,0048.00
45,24860,9803.00
53,28420,0109.01
45,16700,0108.01
45,,0046.01
42,37964,1018.04
42,,0301.02
45,24860,9807.00
48,12420,0021.12
33,,9711.00
37,49180,0036.00
48,,9503.01
39,18140,0078.12
45,17900,9705.00
48,28660,0201.00
51,47894,4712.00
48,19124,0106.02
55,24580,9909.00
41,,3612.00
45,24860,0019.00
48,19124,0078.01
48,26420,6937.00
41,38900,0320.02
48,26420,5529.00
39,17460,1041.00
34,35084,0401.01
39,19380,2105.00
27,33460,0426.01
39,17460,1188.00
39,17140,0215.71
40,36420,1019.00
41,38900,0090.00
36,45060,0125.00
37,39580,0525.03
56,,9978.00
53,38900,0413.14
45,,9606.00
36,,9524.00
39,18140,0114.21
53,42644,0076.00
55,33340,0197.00
41,38900,0204.02
41,38900,0222.04
41,38900,0030.00
45,,0206.00
27,33460,0269.03
41,38900,0104.08
34,35084,0159.00
48,12420,0017.33
41,38900,0060.02
29,28140,0043.00
29,41180,2199.00
53,42644,0293.06
48,19124,0305.03
36,35004,5185.01
27,33460,0260.08
41,38900,0074.00
39,18140,0077.22
41,38900,0230.00
47,34980,0106.00
34,35084,0162.00
32,29820,0017.16
36,35644,0770.00
34,20764,0529.02
55,39540,0024.02
34,15804,6076.00
34,35644,0101.00
55,11540,0102.00
36,15380,0225.00
27,33460,1225.00
39,18140,0315.00
44,39300,0017.00
32,29820,0029.50
51,,0709.00
27,33460,1301.00
55,33340,0601.00
48,26420,7604.00
55,11540,0107.00
45,,0307.01
41,38900,0216.02
45,34820,0601.00
51,40060,2001.25
45,,9603.00
37,,0512.02
48,17780,0020.02
34,35644,0014.00
39,49660,8042.00
48,19124,0082.00
36,46540,0213.02
39,17460,1948.00
49,41620,1108.00
37,,0515.00
51,47894,4221.00
47,34980,0109.03
39,49660,9336.00
40,22900,0304.01
40,36420,3004.00
42,25420,0231.00
34,20764,0522.01
42,37964,1058.07
53,49420,0011.00
37,,9603.00
40,,9972.00
55,33340,1201.00
48,,9909.00
48,12420,0204.02
55,20740,0014.00
39,,9629.00
37,,9709.00
37,,0104.00
50,,9623.00
41,38900,0326.06
49,41620,1111.03
48,41700,1216.03
53,13380,0009.00
37,,9902.00
38,,9572.00
36,28740,9506.00
39,17140,0111.01
34,15804,5011.05
29,44180,0037.00
27,33460,0261.01
36,13780,0134.00
28,32820,0702.20
48,19124,0191.00
55,24580,0020.03
41,41420,0021.00
41,38900,0029.03
42,,0030.00
37,,9805.00
31,30700,0017.00
55,11540,0201.00
47,27740,0609.00
42,,0305.00
39,,9556.03
47,28940,0021.00
48,26420,6633.00
29,41180,7013.00
47,32820,0202.22
41,38900,0012.02
36,35004,1232.02
54,,9629.00
48,41700,1206.00
39,18140,0092.40
34,20764,0024.01
39,17460,1242.01
33,31700,0026.00
36,40380,0127.00
41,38900,0316.06
34,20764,0060.00
41,41420,0016.01
48,11100,0216.03
51,47894,9903.01
36,13780,0130.00
48,12420,0017.22
36,35644,0146.07
36,15380,0135.02
45,34820,0603.00
55,39540,0019.00
53,42644,0411.00
51,47894,4816.00
29,28140,9601.00
39,17460,1172.01
46,43620,0012.00
42,38300,5180.01
39,17460,3113.00
56,,9955.00
42,38300,6033.00
42,37964,0353.01
39,49660,9315.00
53,42644,0238.01
39,17460,2016.00
48,26420,5116.00
53,42644,0294.03
41,38900,0217.00
48,26420,2512.00
53,42644,0268.01
55,31540,0122.01
36,35644,0013.00
51,47894,0203.03
53,44060,0049.00
41,,9515.00
36,15380,0244.04
48,41700,1604.00
55,33340,1503.01
34,20764,0505.00
48,11100,0106.00
29,41180,1203.00
53,42644,0209.00
53,42644,0029.00
27,33460,0607.41
39,17460,1871.03
53,42644,0327.02
49,41620,1138.01
51,28700,0302.00
41,38900,0098.03
39,17460,1891.07
34,35644,0045.00
42,38300,4180.00
49,30860,0010.00
53,45104,0612.00
36,15380,0125.01
55,24580,0004.01
26,,4222.00
53,42644,0527.03
48,19124,0605.00
39,19380,2004.00
53,42644,0412.02
48,,9609.00
53,42644,0236.04
34,15804,7024.00
48,26420,2322.00
36,35644,0393.00
37,40580,0103.00
40,36420,2024.03
41,38900,0321.04
42,37964,0360.00
34,20764,0008.02
39,49660,9208.00
53,42644,0052.00
36,35004,3038.00
53,42644,0079.00
29,41180,3109.02
53,42644,0278.00
36,35004,5201.00
36,10580,0146.12
53,42644,0317.04
41,32780,0011.00
48,19124,0071.02
41,41420,0002.00
36,,0371.00
36,15380,0105.00
36,46540,0210.00
42,39740,0115.00
31,30700,0002.01
53,42644,0001.00
33,40484,0692.00
36,45060,0059.00
34,12100,0025.00
54,,9543.00
47,,1303.00
53,38900,0409.05
45,34820,0802.00
48,18580,0050.00
39,18140,0117.30
48,10180,0109.00
48,12420,0023.11
39,17460,1862.01
37,25860,0201.00
39,,9552.00
54,25180,9719.00
48,23104,1132.17
42,37964,4003.02
40,,1069.06
44,39300,0130.01
34,20764,0533.00
54,25180,9711.00
37,20500,0017.09
27,33460,0267.15
47,32820,0026.00
48,19124,0194.00
48,11100,0209.00
45,,0107.00
53,38900,0413.13
35,10740,0037.14
36,35004,1584.08
36,35004,1586.05
34,35084,3717.00
31,36540,0101.03
51,,0901.00
51,28700,0102.00
39,45780,0072.02
42,49620,0102.20
42,,9810.00
36,35004,5182.01
53,,9613.00
51,47260,2108.00
29,41180,1063.00
44,39300,0118.00
48,12420,0018.23
39,30620,0120.00
40,,9551.00
39,17140,0229.00
27,33460,0615.02
48,48660,0136.00
37,39580,0537.07
53,44060,0048.00
50,,9548.00
33,,9563.00
41,38900,0222.01
37,39580,0410.00
45,17900,0212.01
39,17140,0210.02
54,,9532.00
39,17140,0212.01
37,39580,0403.00
29,41180,2215.02
53,45104,0731.09
47,17300,1014.00
53,44060,0137.00
39,18140,0063.10
36,35004,1122.13
37,39580,0535.15
39,17460,1606.01
37,49180,0029.01
39,17460,1616.00
35,10740,0001.19
27,33460,0602.02
42,25420,0216.00
48,41700,1613.01
42,37964,2040.05
39,17460,1052.00
47,,0807.00
39,17460,1752.02
45,34820,0505.00
51,13980,0205.00
39,19380,0701.01
39,17460,1241.00
39,17460,1527.01
53,42644,0272.00
34,20764,0085.01
45,44940,0019.01
31,,9599.00
42,37964,4033.00
39,17460,1941.00
42,38300,1106.00
32,29820,0053.36
37,,9912.00
39,45780,0074.00
31,,9692.02
53,42644,0247.01
48,31180,0019.03
56,16940,0009.00
48,21340,0011.05
45,11340,0112.00
42,38300,4120.01
39,17460,1171.01
48,41700,1717.00
41,38900,0320.01
45,24860,0030.05
39,17460,1109.00
44,39300,0014.00
48,41700,1406.00
47,,9805.02
39,10420,6010.00
27,33460,0910.00
39,17460,1928.00
39,17460,1772.01
51,47260,2130.02
39,19380,0206.01
39,17460,1057.00
35,10740,0022.00
39,,9766.00
48,19124,0109.02
51,31340,0018.00
36,,0606.00
34,35644,0212.00
36,35644,0568.00
39,17460,1232.00
29,28140,0132.04
39,17460,1195.01
39,17460,1701.01
42,37964,1002.07
39,17460,1024.02
42,37964,1004.02
51,40060,0707.00
32,39900,0022.02
35,29740,0017.04
39,17460,3107.00
27,33460,0306.02
40,,9734.00
41,,0600.00
41,,0012.01
47,32820,
53,45104,0614.00
48,41700,1219.01
34,20764,8091.00
27,33460,0313.00
40,36420,2026.00
37,47260,1103.00
39,17460,4120.00
39,17460,1051.00
53,45104,0629.00
53,14740,0806.00
53,42644,0090.00
42,37964,3074.00
48,41700,1907.00
37,24660,0410.02
48,11100,0216.06
56,,9566.00
39,17460,1943.00
36,35004,1118.01
42,48700,0119.00
48,12420,9507.00
39,17460,1194.02
48,21340,0021.00
42,37964,0294.00
27,33460,0417.00
29,28140,0008.00
39,18140,0090.00
32,29820,0053.32
29,27620,0203.00
51,,9904.00
53,45104,0733.01
37,16740,0001.00
39,19380,0023.00
37,24660,0157.03
53,45104,0731.11
35,10740,0106.02
32,29820,0057.05
39,18140,0025.10
48,19124,0164.04
27,33460,0336.00
39,18140,0046.20
48,,9910.00
36,,0302.00
53,42644,0207.00
39,18140,0062.11
48,26420,5506.00
40,36420,1080.08
27,33460,0608.24
36,35644,0722.00
47,34980,9601.00
48,23104,1009.00
48,18580,0058.02
53,42644,0208.00
32,29820,0016.09
32,29820,0032.21
39,10420,5335.02
38,,9713.00
54,34060,0110.00
39,19380,0910.00
42,10900,0107.00
54,,9619.00
39,18140,0018.20
72,41980,1807.00
48,23104,1216.10
48,41700,1417.00
72,41980,9525.00
39,18140,0036.00
39,18140,0093.22
39,18140,0078.20
55,33340,0080.00
34,15804,6073.00
48,11100,9502.00
48,23104,1108.04
39,18140,0063.83
54,,0048.00
48,41700,1412.00
42,37964,0118.00
34,35084,0459.02
42,38300,8032.00
